journal,volume,journal_code,year,ISSN,editors,areas
Syst. Control. Lett.,61,Sy61,2012,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,62,Sy62,2013,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,63,Sy63,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,64,Sy64,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,65,Sy65,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,66,Sy66,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,67,Sy67,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,68,Sy68,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,69,Sy69,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,70,Sy70,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,71,Sy71,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,72,Sy72,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,73,Sy73,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,74,Sy74,2014,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,75,Sy75,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,76,Sy76,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,77,Sy77,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,78,Sy78,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,79,Sy79,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,80,Sy80,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,81,Sy81,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,82,Sy82,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,83,Sy83,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
Syst. Control. Lett.,84,Sy84,2015,ISSN 1234-5678,Sally Johnson,"Computer security and cryptography|Social computing and human–computer interaction|Software engineering|Computer systems and computational processes|Databases and data mining|Concurrent, parallel and distributed computing|Image and sound processing"
